
Importing updates of last 6 months into SourceData : XPAR_PDF.db.
Checking updates from 20170213 and adding to XPAR_PDF.db...

('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 'FR0013181864', 0.72, '20170810', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'NEOPOST S.A.', 'FR0000120560', 0.69, '20170627', 'XPAR', '20170813_21h32')
('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 'FR0012435121', 0.69, '20170627', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 1.98, '20170626', 'XPAR', '20170813_21h32')
('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 'FR0004163111', 0.7, '20170623', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 2.08, '20170622', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 2.18, '20170620', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 2.38, '20170619', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'TECHNIPFMC PLC', 'GB00BDSFG982', 0.54, '20170616', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 2.78, '20170614', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 'FR0000120354', 0.94, '20170615', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 'FR0000031122', 0.44, '20170614', 'XPAR', '20170813_21h32')
('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 'FR0013181864', 0.75, '20170613', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 'FR0000031122', 0.77, '20170613', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'INGENICO', 'FR0000125346', 0.61, '20170613', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 2.86, '20170612', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'INGENICO', 'FR0000125346', 0.53, '20170612', 'XPAR', '20170813_21h32')
('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'MERCIALYS', 'FR0010241638', 0.7, '20170612', 'XPAR', '20170813_21h32')
('DAVIDSON KEMPNER EUROPEANPARTNERS, LLP', 'ELIS', 'FR0012435121', 0.59, '20170608', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 2.92, '20170608', 'XPAR', '20170813_21h32')
('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 'FR0004163111', 0.61, '20170607', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.04, '20170607', 'XPAR', '20170813_21h32')
('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 'FR0013181864', 0.69, '20170605', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.25, '20170606', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.42, '20170605', 'XPAR', '20170813_21h32')
('CANADA PENSION PLAN INVESTMENTBOARD', 'EUTELSAT COMMUNICATIONS', 'FR0010221234', 0.79, '20170605', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 'FR0000031122', 0.86, '20170602', 'XPAR', '20170813_21h32')
('MILLENNIUM INTERNATIONALMANAGEMENT LP', 'GENFIT', 'FR0004163111', 0.51, '20170602', 'XPAR', '20170813_21h32')
('SUSQUEHANNA INTERNATIONALHOLDINGS LLC', 'CGG', 'FR0013181864', 0.72, '20170602', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.6, '20170602', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.75, '20170601', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.87, '20170530', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 'FR0000120354', 0.81, '20170601', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 'FR0000054900', 0.97, '20170526', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 'FR0000120354', 0.64, '20170526', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 'FR0000031122', 0.96, '20170525', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 4.0, '20170523', 'XPAR', '20170813_21h32')
('OCH-ZIFF MANAGEMENT EUROPELIMITED', 'PIERRE ET VACANCES', 'FR0000073041', 3.97, '20170524', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 'FR0000054900', 0.81, '20170217', 'XPAR', '20170813_21h32')
('QUANTITATIVE MANAGEMENTASSOCIATES LLC', 'NEXANS', 'FR0000044448', 0.0, '20170522', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'VALLOUREC', 'FR0000120354', 0.59, '20170522', 'XPAR', '20170813_21h32')
('BOSTON PARTNERS GLOBAL INVESTORSINC', 'TELEVISION FRANCAISE 1', 'FR0000054900', 0.96, '20170215', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 'FR0000031122', 1.01, '20170516', 'XPAR', '20170813_21h32')
('CANADA PENSION PLAN INVESTMENTBOARD', 'EUTELSAT COMMUNICATIONS', 'FR0010221234', 0.8, '20170512', 'XPAR', '20170813_21h32')
('BLACKROCK INVESTMENT MANAGEMENTUK LIMITED', 'AIR FRANCE-KLM', 'FR0000031122', 0.99, '20170512', 'XPAR', '20170813_21h32')
('CANADA PENSION PLAN INVESTMENTBOARD', 'EUTELSAT COMMUNICATIONS', 'FR0010221234', 0.6, '20170510', 'XPAR', '20170813_21h32')

Rows added: 200

Done.

Deduplicating SourceData from XPAR_PDF.db ...

Duplicates:
